case_id,invoice_amount,days_overdue,customer_type,credit_score,past_recovery_rate,dispute_history,dca_id,dca_performance_score,sla_breach_count,recovered,customer_id,customer_name,case_created_date,assigned_date,case_status,amount_recovered,payment_date,case_closed_date,risk_score,priority_level,action_count,last_action_type,last_action_date,next_followup_date,escalation_flag,escalation_reason
CASE_18308,260027,8,SME,787,0.35,1,DCA_C,76,1,0,CUST_19307,Sarah Garcia,2025-01-07,2025-01-08,OPEN,0.0,,,17.5,LOW,4,Email,2025-01-14,2025-01-17,1,SLA Breach
CASE_18309,78079,147,SME,733,0.67,0,DCA_D,74,4,1,CUST_19308,Thomas Davis,2024-08-21,2024-08-22,PAID,74230.88,2024-11-03,2024-11-03,43.3,LOW,3,Legal Notice,2024-09-04,,1,SLA Breach
CASE_18310,28946,160,SME,728,0.65,0,DCA_C,84,0,0,CUST_19309,Elizabeth Jones,2024-08-08,2024-08-08,IN_PROGRESS,0.0,,,46.6,LOW,1,Call,2024-08-29,2025-01-20,0,
CASE_18311,167812,67,SME,389,0.68,1,DCA_A,83,0,0,CUST_19310,Jennifer Martinez,2024-11-09,2024-11-11,OPEN,0.0,,,66.8,MEDIUM,3,Email,2025-01-04,2025-01-22,0,
CASE_18312,377877,115,SME,746,0.51,1,DCA_C,54,1,0,CUST_19311,James Brown,2024-09-22,2024-09-24,OPEN,0.0,,,45.0,LOW,7,Legal Notice,2024-12-13,2025-01-24,1,SLA Breach
CASE_18313,12253,113,SME,876,0.33,1,DCA_D,63,0,0,CUST_19312,Sarah Rodriguez,2024-09-24,2024-09-24,IN_PROGRESS,0.0,,,32.7,LOW,6,Legal Notice,2024-10-03,2025-01-21,0,
CASE_18314,84311,32,SME,454,0.68,1,DCA_D,53,1,0,CUST_19313,Sarah Rodriguez,2024-12-14,2024-12-15,OPEN,0.0,,,53.1,MEDIUM,6,SMS,2025-01-04,2025-01-23,1,SLA Breach
CASE_18315,299957,105,SME,746,0.4,0,DCA_D,91,1,0,CUST_19314,Susan Rodriguez,2024-10-02,2024-10-02,OPEN,0.0,,,32.8,LOW,8,Email,2024-11-21,2025-01-26,1,Dispute Raised
CASE_18316,462547,25,SME,438,0.52,0,DCA_D,76,3,0,CUST_19315,Linda Davis,2024-12-21,2024-12-21,IN_PROGRESS,0.0,,,43.0,LOW,10,WhatsApp Reminder,2024-12-30,2025-01-23,1,SLA Breach
CASE_18317,425848,53,SME,530,0.68,0,DCA_B,71,2,0,CUST_19316,Michael Johnson,2024-11-23,2024-11-25,OPEN,0.0,,,40.9,LOW,7,Physical Visit,2025-01-09,2025-01-18,1,SLA Breach
CASE_18318,315509,81,SME,341,0.44,1,DCA_B,52,2,0,CUST_19317,Elizabeth Rodriguez,2024-10-26,2024-10-26,IN_PROGRESS,0.0,,,74.3,MEDIUM,3,Call,2024-10-28,2025-01-29,1,SLA Breach
CASE_18319,72593,25,SME,535,0.65,1,DCA_A,70,2,0,CUST_19318,Michael Anderson,2024-12-21,2024-12-21,OPEN,0.0,,,44.2,LOW,3,Physical Visit,2024-12-29,2025-01-27,1,SLA Breach
CASE_18320,431647,33,Enterprise,768,0.76,0,DCA_D,86,0,1,CUST_19319,Brown Logistics,2024-12-13,2024-12-14,PAID,408176.72,2024-12-27,2024-12-27,14.8,LOW,14,WhatsApp Reminder,2024-12-24,,0,
CASE_18321,435652,31,Enterprise,897,0.34,1,DCA_B,56,3,0,CUST_19320,Gonzalez Solutions,2024-12-15,2024-12-18,DISPUTE,0.0,,,12.6,LOW,8,Call,2025-01-06,2025-01-27,1,Dispute Raised
CASE_18322,154485,36,Enterprise,647,0.7,1,DCA_D,56,0,1,CUST_19321,Davis Group,2024-12-10,2024-12-12,PAID,144176.98,2025-01-08,2025-01-08,36.5,LOW,2,Legal Notice,2024-12-23,,0,
CASE_18323,231833,87,Enterprise,497,0.63,0,DCA_B,89,2,0,CUST_19322,Wilson Group,2024-10-20,2024-10-20,OPEN,0.0,,,51.4,MEDIUM,9,Legal Notice,2024-12-01,2025-01-18,1,SLA Breach
CASE_18324,43485,123,SME,644,0.36,0,DCA_B,94,2,0,CUST_19323,Joseph Davis,2024-09-14,2024-09-14,IN_PROGRESS,0.0,,,46.1,LOW,4,Call,2024-12-20,2025-01-20,1,SLA Breach
CASE_18325,204304,177,SME,361,0.76,1,DCA_A,78,3,0,CUST_19324,Charles Davis,2024-07-22,2024-07-22,OPEN,0.0,,,93.8,HIGH,12,Email,2024-07-23,2025-01-26,1,SLA Breach
CASE_18326,378648,44,Enterprise,687,0.5,1,DCA_D,94,1,1,CUST_19325,Wilson Enterprises,2024-12-02,2024-12-04,PAID,351630.89,2025-01-10,2025-01-10,34.6,LOW,7,WhatsApp Reminder,2024-12-10,,1,SLA Breach
CASE_18327,283245,48,Enterprise,333,0.42,0,DCA_D,94,1,0,CUST_19326,Williams Group,2024-11-28,2024-11-30,OPEN,0.0,,,57.7,MEDIUM,7,Physical Visit,2025-01-01,2025-01-20,1,SLA Breach
CASE_18328,13831,158,SME,581,0.48,1,DCA_D,70,3,0,CUST_19327,Robert Garcia,2024-08-10,2024-08-13,DISPUTE,0.0,,,69.6,MEDIUM,2,Call,2024-11-23,2025-01-22,1,High Value Risk
CASE_18329,482799,13,SME,530,0.66,0,DCA_A,94,2,0,CUST_19328,Jennifer Hernandez,2025-01-02,2025-01-02,IN_PROGRESS,0.0,,,32.0,LOW,7,Physical Visit,2025-01-04,2025-01-29,1,SLA Breach
CASE_18330,319041,171,Enterprise,672,0.68,0,DCA_D,86,2,0,CUST_19329,Wilson Enterprises,2024-07-28,2024-07-28,OPEN,0.0,,,54.2,MEDIUM,1,Legal Notice,2025-01-06,2025-01-22,1,Refusal to Pay
CASE_18331,10004,144,SME,710,0.41,0,DCA_C,69,1,0,CUST_19330,Joseph Martinez,2024-08-24,2024-08-27,OPEN,0.0,,,44.7,LOW,2,SMS,2024-11-12,2025-01-27,1,SLA Breach
CASE_18332,486457,91,SME,512,0.91,0,DCA_C,55,3,0,CUST_19331,Patricia Martinez,2024-10-16,2024-10-18,IN_PROGRESS,0.0,,,50.9,MEDIUM,2,SMS,2024-12-05,2025-01-27,1,SLA Breach
CASE_18333,313068,154,SME,576,0.51,1,DCA_A,80,1,0,CUST_19332,Susan Rodriguez,2024-08-14,2024-08-15,OPEN,0.0,,,69.1,MEDIUM,1,Call,2024-12-09,2025-01-16,1,SLA Breach
CASE_18334,419725,175,SME,865,0.47,0,DCA_C,94,1,1,CUST_19333,William Davis,2024-07-24,2024-07-26,PAID,388593.82,2024-11-13,2024-11-13,37.5,LOW,6,Email,2024-09-27,,1,SLA Breach
CASE_18335,42170,165,SME,520,0.42,0,DCA_D,56,1,0,CUST_19334,Elizabeth Davis,2024-08-03,2024-08-05,IN_PROGRESS,0.0,,,66.7,MEDIUM,2,Call,2024-08-25,2025-01-19,1,SLA Breach
CASE_18336,48555,131,Enterprise,874,0.38,0,DCA_B,84,3,1,CUST_19335,Gonzalez Solutions,2024-09-06,2024-09-09,PAID,46563.93,2024-10-27,2024-10-27,26.9,LOW,10,Call,2024-09-11,,1,SLA Breach
CASE_18337,412878,154,Enterprise,853,0.94,0,DCA_A,76,1,0,CUST_19336,Jones Corp,2024-08-14,2024-08-16,OPEN,0.0,,,33.9,LOW,11,WhatsApp Reminder,2024-12-25,2025-01-17,1,SLA Breach
CASE_18338,123115,143,SME,409,0.74,1,DCA_C,51,3,0,CUST_19337,Robert Hernandez,2024-08-25,2024-08-25,IN_PROGRESS,0.0,,,81.9,HIGH,12,Legal Notice,2024-12-02,2025-01-17,1,SLA Breach
CASE_18339,371360,66,Enterprise,496,0.81,0,DCA_D,84,1,0,CUST_19338,Hernandez LLC,2024-11-10,2024-11-12,OPEN,0.0,,,46.8,LOW,7,SMS,2024-12-29,2025-01-18,1,SLA Breach
CASE_18340,333074,28,SME,683,0.56,0,DCA_D,78,1,1,CUST_19339,Susan Garcia,2024-12-18,2024-12-19,PAID,325514.57,2025-01-08,2025-01-08,21.4,LOW,5,Physical Visit,2024-12-31,,1,SLA Breach
CASE_18341,183475,125,Enterprise,752,0.57,0,DCA_C,72,3,0,CUST_19340,Wilson LLC,2024-09-12,2024-09-15,IN_PROGRESS,0.0,,,36.7,LOW,1,Call,2024-11-15,2025-01-29,1,SLA Breach
CASE_18342,303509,166,SME,751,0.94,0,DCA_D,78,3,1,CUST_19341,Richard Williams,2024-08-02,2024-08-05,PAID,273519.6,2024-11-27,2024-11-27,45.9,LOW,1,WhatsApp Reminder,2024-10-02,,1,SLA Breach
CASE_18343,329332,172,Enterprise,406,0.43,1,DCA_A,95,0,0,CUST_19342,Smith Technologies,2024-07-27,2024-07-29,OPEN,0.0,,,88.6,HIGH,6,Physical Visit,2024-09-29,2025-01-28,0,
CASE_18344,212132,80,SME,304,0.51,1,DCA_A,83,0,0,CUST_19343,Jennifer Williams,2024-10-27,2024-10-28,DISPUTE,0.0,,,77.4,HIGH,5,SMS,2025-01-10,2025-01-23,1,High Value Risk
CASE_18345,365777,132,Enterprise,443,0.43,0,DCA_C,67,1,1,CUST_19344,Gonzalez Inc,2024-09-05,2024-09-08,PAID,341856.72,2024-09-25,2024-09-25,66.3,MEDIUM,10,Call,2024-09-20,,1,SLA Breach
CASE_18346,424889,72,Enterprise,436,0.48,0,DCA_D,77,0,1,CUST_19345,Wilson Enterprises,2024-11-04,2024-11-07,PAID,421247.31,2025-01-10,2025-01-10,53.6,MEDIUM,4,Email,2024-11-15,,0,
CASE_18347,68471,44,SME,740,0.73,0,DCA_A,79,0,1,CUST_19346,James Lopez,2024-12-02,2024-12-05,PAID,65429.19,2024-12-20,2024-12-20,19.8,LOW,10,Legal Notice,2024-12-10,,0,
CASE_18348,415372,119,SME,465,0.5,1,DCA_A,78,0,0,CUST_19347,Charles Martinez,2024-09-18,2024-09-21,OPEN,0.0,,,71.4,MEDIUM,1,Physical Visit,2024-11-19,2025-01-29,0,
CASE_18349,62287,46,SME,364,0.87,0,DCA_C,71,1,1,CUST_19348,Barbara Smith,2024-11-30,2024-12-03,PAID,60865.93,2024-12-08,2024-12-08,54.4,MEDIUM,2,SMS,2024-12-05,,1,SLA Breach
CASE_18350,399861,84,SME,714,0.33,0,DCA_A,90,0,0,CUST_19349,Karen Williams,2024-10-23,2024-10-25,DISPUTE,0.0,,,31.0,LOW,4,Legal Notice,2024-12-01,2025-01-25,1,Contact Info Invalid
CASE_18351,326220,26,Enterprise,738,0.53,0,DCA_D,52,0,1,CUST_19350,Miller Corp,2024-12-20,2024-12-21,PAID,321765.79,2024-12-29,2024-12-29,16.0,LOW,1,Call,2024-12-28,,0,
CASE_18352,492801,96,SME,679,0.86,1,DCA_A,85,0,1,CUST_19351,David Johnson,2024-10-11,2024-10-13,PAID,462715.17,2024-12-30,2024-12-30,46.9,LOW,8,Physical Visit,2024-10-15,,0,
CASE_18353,121475,13,SME,427,0.7,0,DCA_A,86,2,0,CUST_19352,Thomas Gonzalez,2025-01-02,2025-01-03,OPEN,0.0,,,41.3,LOW,13,Physical Visit,2025-01-09,2025-01-20,1,SLA Breach
CASE_18354,473567,125,SME,496,0.8,0,DCA_D,74,1,0,CUST_19353,Joseph Johnson,2024-09-12,2024-09-12,OPEN,0.0,,,60.0,MEDIUM,11,SMS,2024-11-16,2025-01-28,1,SLA Breach
CASE_18355,55151,69,SME,893,0.51,0,DCA_C,72,1,0,CUST_19354,Sarah Jones,2024-11-07,2024-11-08,OPEN,0.0,,,11.4,LOW,14,Legal Notice,2024-12-04,2025-01-17,1,SLA Breach
CASE_18356,72384,172,Enterprise,795,0.54,0,DCA_C,50,2,1,CUST_19355,Anderson LLC,2024-07-27,2024-07-29,PAID,66178.36,2024-11-27,2024-11-27,43.2,LOW,2,WhatsApp Reminder,2024-09-08,,1,SLA Breach
CASE_18357,367009,51,SME,895,0.88,1,DCA_C,86,1,1,CUST_19356,Linda Johnson,2024-11-25,2024-11-28,PAID,365793.88,2025-01-15,2025-01-15,17.2,LOW,6,SMS,2024-12-12,,1,SLA Breach
CASE_18358,38541,13,SME,801,0.79,0,DCA_A,70,1,1,CUST_19357,William Davis,2025-01-02,2025-01-05,PAID,36093.72,2025-01-07,2025-01-07,7.3,LOW,12,WhatsApp Reminder,2025-01-05,,1,SLA Breach
CASE_18359,77847,169,SME,451,0.55,1,DCA_C,79,1,0,CUST_19358,William Anderson,2024-07-30,2024-08-01,IN_PROGRESS,0.0,,,83.8,HIGH,13,Call,2024-11-10,2025-01-21,1,SLA Breach
CASE_18360,223171,139,Enterprise,327,0.44,1,DCA_D,95,4,0,CUST_19359,Miller Holdings,2024-08-29,2024-08-31,OPEN,0.0,,,88.4,HIGH,9,Call,2024-10-20,2025-01-26,1,SLA Breach
CASE_18361,216811,165,SME,359,0.37,1,DCA_D,81,0,0,CUST_19360,Linda Wilson,2024-08-03,2024-08-05,OPEN,0.0,,,91.3,HIGH,3,Email,2024-12-03,2025-01-26,1,High Value Risk
CASE_18362,318099,60,Enterprise,393,0.86,1,DCA_D,96,0,0,CUST_19361,Williams Technologies,2024-11-16,2024-11-17,OPEN,0.0,,,64.9,MEDIUM,2,Email,2024-11-22,2025-01-16,0,
CASE_18363,407506,32,Enterprise,413,0.75,1,DCA_D,73,4,1,CUST_19362,Wilson Enterprises,2024-12-14,2024-12-14,PAID,403901.21,2025-01-06,2025-01-06,56.8,MEDIUM,6,Call,2024-12-21,,1,SLA Breach
CASE_18364,498570,173,Enterprise,423,0.69,0,DCA_C,97,0,0,CUST_19363,Brown Group,2024-07-26,2024-07-28,IN_PROGRESS,0.0,,,77.3,HIGH,6,Physical Visit,2025-01-06,2025-01-20,0,
CASE_18365,457158,18,Enterprise,850,0.8,1,DCA_A,86,3,0,CUST_19364,Anderson Holdings,2024-12-28,2024-12-28,OPEN,0.0,,,14.0,LOW,2,Physical Visit,2025-01-11,2025-01-24,1,SLA Breach
CASE_18366,218739,93,SME,556,0.89,0,DCA_C,76,1,0,CUST_19365,Michael Brown,2024-10-14,2024-10-15,OPEN,0.0,,,47.4,LOW,6,Email,2024-12-28,2025-01-17,1,SLA Breach
CASE_18367,428359,148,Enterprise,312,0.8,0,DCA_C,87,2,0,CUST_19366,Jones Group,2024-08-20,2024-08-23,OPEN,0.0,,,81.8,HIGH,1,Call,2024-09-21,2025-01-25,1,SLA Breach
CASE_18368,422725,44,SME,493,0.57,0,DCA_B,84,1,1,CUST_19367,Mary Anderson,2024-12-02,2024-12-03,PAID,389705.52,2024-12-26,2024-12-26,42.2,LOW,12,Call,2024-12-14,,1,SLA Breach
CASE_18369,354924,164,SME,853,0.41,1,DCA_C,65,0,1,CUST_19368,Karen Martinez,2024-08-04,2024-08-04,PAID,330678.84,2024-10-14,2024-10-14,46.2,LOW,8,Physical Visit,2024-08-05,,0,
CASE_18370,172813,37,SME,484,0.76,1,DCA_A,53,1,0,CUST_19369,William Jones,2024-12-09,2024-12-10,OPEN,0.0,,,51.5,MEDIUM,10,Physical Visit,2024-12-15,2025-01-19,1,SLA Breach
CASE_18371,425114,161,SME,334,0.46,0,DCA_C,79,0,0,CUST_19370,Michael Johnson,2024-08-07,2024-08-10,IN_PROGRESS,0.0,,,82.7,HIGH,11,Call,2024-12-09,2025-01-19,0,
CASE_18372,104919,127,SME,848,0.81,0,DCA_C,67,1,1,CUST_19371,William Davis,2024-09-10,2024-09-10,PAID,98648.3,2024-11-21,2024-11-21,28.4,LOW,8,Physical Visit,2024-11-05,,1,SLA Breach
CASE_18373,379998,19,Enterprise,374,0.52,0,DCA_D,55,1,0,CUST_19372,Garcia LLC,2024-12-27,2024-12-30,OPEN,0.0,,,47.5,LOW,13,Physical Visit,2025-01-02,2025-01-21,1,SLA Breach
CASE_18374,221746,179,Enterprise,549,0.4,0,DCA_B,95,0,1,CUST_19373,Davis Solutions,2024-07-20,2024-07-22,PAID,215518.68,2024-09-02,2024-09-02,67.1,MEDIUM,7,Call,2024-08-18,,0,
CASE_18375,199020,32,Enterprise,319,0.47,0,DCA_A,90,1,1,CUST_19374,Hernandez Inc,2024-12-14,2024-12-15,PAID,180032.22,2025-01-04,2025-01-04,55.4,MEDIUM,2,Legal Notice,2024-12-25,,1,SLA Breach
CASE_18376,66768,106,SME,546,0.47,0,DCA_A,97,1,0,CUST_19375,Patricia Hernandez,2024-10-01,2024-10-03,IN_PROGRESS,0.0,,,51.2,MEDIUM,9,Physical Visit,2024-11-27,2025-01-18,1,SLA Breach
CASE_18377,48262,22,SME,738,0.55,0,DCA_A,64,1,1,CUST_19376,Karen Garcia,2024-12-24,2024-12-24,PAID,47372.25,2025-01-14,2025-01-14,15.1,LOW,4,WhatsApp Reminder,2025-01-02,,1,SLA Breach
CASE_18378,403722,122,Enterprise,733,0.47,0,DCA_C,56,0,0,CUST_19377,Davis Group,2024-09-15,2024-09-17,IN_PROGRESS,0.0,,,37.7,LOW,2,Email,2024-10-26,2025-01-23,0,
CASE_18379,25605,129,Enterprise,465,0.45,0,DCA_A,88,1,0,CUST_19378,Lopez Logistics,2024-09-08,2024-09-09,OPEN,0.0,,,63.7,MEDIUM,11,Call,2025-01-04,2025-01-16,1,SLA Breach
CASE_18380,83590,54,SME,602,0.55,0,DCA_B,86,2,1,CUST_19379,William Martinez,2024-11-22,2024-11-23,PAID,80617.35,2024-12-09,2024-12-09,34.5,LOW,2,SMS,2024-11-29,,1,SLA Breach
CASE_18381,295375,148,Enterprise,648,0.86,1,DCA_B,75,1,0,CUST_19380,Williams Solutions,2024-08-20,2024-08-22,OPEN,0.0,,,61.3,MEDIUM,10,Email,2024-10-01,2025-01-27,1,SLA Breach
CASE_18382,84397,58,SME,427,0.35,1,DCA_C,88,3,0,CUST_19381,Robert Garcia,2024-11-18,2024-11-19,OPEN,0.0,,,61.3,MEDIUM,4,SMS,2024-12-19,2025-01-28,1,SLA Breach
CASE_18383,82123,163,SME,648,0.49,0,DCA_D,50,3,1,CUST_19382,Robert Williams,2024-08-05,2024-08-07,PAID,78739.81,2024-11-11,2024-11-11,54.6,MEDIUM,8,Call,2024-08-12,,1,SLA Breach
CASE_18384,280659,70,Enterprise,535,0.67,0,DCA_D,95,0,0,CUST_19383,Wilson Group,2024-11-06,2024-11-06,OPEN,0.0,,,44.2,LOW,6,Email,2025-01-13,2025-01-24,1,Contact Info Invalid
CASE_18385,354355,63,Enterprise,673,0.87,1,DCA_D,75,2,0,CUST_19384,Hernandez Systems,2024-11-13,2024-11-14,IN_PROGRESS,0.0,,,40.1,LOW,14,SMS,2024-11-24,2025-01-19,1,SLA Breach
CASE_18386,436838,3,SME,532,0.48,0,DCA_D,99,1,0,CUST_19385,Elizabeth Davis,2025-01-12,2025-01-15,OPEN,0.0,,,29.6,LOW,8,Call,2025-01-15,2025-01-26,1,SLA Breach
CASE_18387,283744,99,SME,893,0.53,0,DCA_C,79,0,1,CUST_19386,Patricia Jones,2024-10-08,2024-10-11,PAID,281812.45,2024-10-28,2024-10-28,18.1,LOW,10,SMS,2024-10-11,,0,
CASE_18388,163964,45,SME,363,0.82,0,DCA_C,72,0,0,CUST_19387,Susan Miller,2024-12-01,2024-12-01,IN_PROGRESS,0.0,,,54.3,MEDIUM,8,Email,2024-12-31,2025-01-27,0,
CASE_18389,481495,143,Enterprise,305,0.54,0,DCA_C,83,1,0,CUST_19388,Johnson Corp,2024-08-25,2024-08-26,OPEN,0.0,,,81.3,HIGH,5,SMS,2024-12-21,2025-01-25,1,SLA Breach
CASE_18390,336454,17,SME,503,0.85,0,DCA_D,97,1,1,CUST_19389,David Garcia,2024-12-29,2024-12-30,PAID,306709.46,2025-01-14,2025-01-14,35.3,LOW,6,SMS,2025-01-09,,1,SLA Breach
CASE_18391,420017,143,Enterprise,807,0.6,0,DCA_D,95,0,1,CUST_19390,Gonzalez LLC,2024-08-25,2024-08-28,PAID,397966.39,2024-11-28,2024-11-28,35.7,LOW,6,Legal Notice,2024-09-08,,0,
CASE_18392,173767,5,SME,898,0.67,1,DCA_A,52,2,1,CUST_19391,Jessica Hernandez,2025-01-10,2025-01-10,PAID,172602.63,2025-01-10,2025-01-10,6.7,LOW,11,Legal Notice,2025-01-10,,1,SLA Breach
CASE_18393,427069,174,SME,456,0.66,0,DCA_D,68,0,0,CUST_19392,Charles Johnson,2024-07-25,2024-07-26,DISPUTE,0.0,,,74.5,MEDIUM,8,Physical Visit,2024-10-03,2025-01-20,1,Contact Info Invalid
CASE_18394,140501,11,SME,686,0.38,0,DCA_C,80,2,1,CUST_19393,Patricia Wilson,2025-01-04,2025-01-06,PAID,133888.82,2025-01-14,2025-01-14,17.4,LOW,3,Legal Notice,2025-01-14,,1,SLA Breach
CASE_18395,140678,92,Enterprise,519,0.53,0,DCA_A,88,2,1,CUST_19394,Martinez Group,2024-10-15,2024-10-16,PAID,140136.58,2025-01-15,2025-01-15,50.5,MEDIUM,5,Legal Notice,2024-10-26,,1,SLA Breach
CASE_18396,402694,142,SME,509,0.46,0,DCA_D,94,2,0,CUST_19395,Michael Martinez,2024-08-26,2024-08-26,IN_PROGRESS,0.0,,,62.6,MEDIUM,12,Legal Notice,2024-09-30,2025-01-17,1,SLA Breach
CASE_18397,119380,39,SME,407,0.74,0,DCA_B,62,0,1,CUST_19396,Jessica Anderson,2024-12-07,2024-12-10,PAID,109162.85,2024-12-30,2024-12-30,48.9,LOW,11,SMS,2024-12-27,,0,
CASE_18398,482032,42,SME,808,0.91,0,DCA_C,78,1,0,CUST_19397,Mary Gonzalez,2024-12-04,2024-12-04,DISPUTE,0.0,,,13.2,LOW,6,Legal Notice,2025-01-14,2025-01-16,1,Contact Info Invalid
CASE_18399,176206,94,SME,447,0.44,0,DCA_A,59,3,0,CUST_19398,Jennifer Rodriguez,2024-10-13,2024-10-14,IN_PROGRESS,0.0,,,57.5,MEDIUM,7,Legal Notice,2024-10-23,2025-01-28,1,SLA Breach
CASE_18400,468179,5,SME,357,0.36,0,DCA_A,66,2,1,CUST_19399,Barbara Davis,2025-01-10,2025-01-10,PAID,441459.34,2025-01-10,2025-01-10,45.9,LOW,8,Legal Notice,2025-01-10,,1,SLA Breach
CASE_18401,378924,52,SME,543,0.63,0,DCA_D,80,4,1,CUST_19400,Sarah Anderson,2024-11-24,2024-11-25,PAID,349509.23,2024-12-27,2024-12-27,39.5,LOW,11,Legal Notice,2024-12-07,,1,SLA Breach
CASE_18402,469113,150,SME,356,0.55,0,DCA_A,90,1,0,CUST_19401,Charles Anderson,2024-08-18,2024-08-19,OPEN,0.0,,,78.2,HIGH,1,Legal Notice,2024-10-05,2025-01-16,1,SLA Breach
CASE_18403,161547,44,SME,370,0.32,0,DCA_A,77,1,0,CUST_19402,Elizabeth Davis,2024-12-02,2024-12-05,OPEN,0.0,,,53.4,MEDIUM,11,SMS,2024-12-14,2025-01-21,1,SLA Breach
CASE_18404,333321,115,SME,796,0.9,0,DCA_B,57,1,0,CUST_19403,Mary Martinez,2024-09-22,2024-09-23,OPEN,0.0,,,30.5,LOW,5,Physical Visit,2024-11-21,2025-01-23,1,SLA Breach
CASE_18405,157802,153,Enterprise,559,0.91,0,DCA_D,79,1,1,CUST_19404,Smith Group,2024-08-15,2024-08-16,PAID,151697.53,2024-10-24,2024-10-24,60.5,MEDIUM,12,Physical Visit,2024-10-04,,1,SLA Breach
CASE_18406,157185,127,SME,853,0.85,0,DCA_A,88,0,0,CUST_19405,Karen Hernandez,2024-09-10,2024-09-12,IN_PROGRESS,0.0,,,27.9,LOW,13,WhatsApp Reminder,2025-01-05,2025-01-28,0,
CASE_18407,156083,116,Enterprise,657,0.48,0,DCA_D,78,3,0,CUST_19406,Gonzalez Corp,2024-09-21,2024-09-24,OPEN,0.0,,,43.3,LOW,11,Call,2024-12-21,2025-01-23,1,SLA Breach
CASE_18408,60746,149,SME,333,0.38,0,DCA_C,62,4,0,CUST_19407,Sarah Gonzalez,2024-08-19,2024-08-19,OPEN,0.0,,,80.1,HIGH,12,WhatsApp Reminder,2024-12-27,2025-01-21,1,SLA Breach
CASE_18409,390219,68,Enterprise,783,0.69,0,DCA_A,76,3,1,CUST_19408,Davis LLC,2024-11-08,2024-11-09,PAID,364758.02,2025-01-02,2025-01-02,21.2,LOW,7,Legal Notice,2024-12-06,,1,SLA Breach
CASE_18410,178925,47,SME,652,0.48,0,DCA_B,52,0,0,CUST_19409,Mary Johnson,2024-11-29,2024-12-01,OPEN,0.0,,,28.4,LOW,14,Call,2025-01-13,2025-01-18,1,Dispute Raised
CASE_18411,352339,127,SME,728,0.43,0,DCA_C,75,0,0,CUST_19410,John Williams,2024-09-10,2024-09-12,OPEN,0.0,,,39.3,LOW,3,Physical Visit,2024-11-26,2025-01-18,0,
CASE_18412,303962,35,SME,441,0.72,0,DCA_B,77,1,0,CUST_19411,Patricia Martinez,2024-12-11,2024-12-12,IN_PROGRESS,0.0,,,45.0,LOW,13,WhatsApp Reminder,2025-01-02,2025-01-23,1,SLA Breach
CASE_18413,173393,7,SME,735,0.79,1,DCA_B,93,2,0,CUST_19412,Thomas Martinez,2025-01-08,2025-01-09,OPEN,0.0,,,22.0,LOW,3,SMS,2025-01-15,2025-01-29,1,Refusal to Pay
CASE_18414,288453,116,SME,553,0.64,0,DCA_A,59,1,1,CUST_19413,Charles Williams,2024-09-21,2024-09-23,PAID,263122.76,2024-11-21,2024-11-21,52.8,MEDIUM,5,Email,2024-10-29,,1,SLA Breach
CASE_18415,416904,52,Enterprise,615,0.51,0,DCA_C,94,1,0,CUST_19414,Wilson Corp,2024-11-24,2024-11-26,IN_PROGRESS,0.0,,,32.9,LOW,6,WhatsApp Reminder,2024-12-16,2025-01-25,1,SLA Breach
CASE_18416,295320,110,Enterprise,597,0.63,0,DCA_A,68,3,0,CUST_19415,Jones Enterprises,2024-09-27,2024-09-30,OPEN,0.0,,,47.4,LOW,12,Call,2025-01-10,2025-01-18,1,Refusal to Pay
CASE_18417,73879,46,SME,466,0.69,0,DCA_C,65,1,1,CUST_19416,John Rodriguez,2024-11-30,2024-12-03,PAID,73530.14,2024-12-07,2024-12-07,45.1,LOW,12,WhatsApp Reminder,2024-12-04,,1,SLA Breach
CASE_18418,72592,137,SME,650,0.33,0,DCA_C,91,1,0,CUST_19417,Thomas Wilson,2024-08-31,2024-09-02,OPEN,0.0,,,48.6,LOW,6,Legal Notice,2025-01-07,2025-01-26,1,SLA Breach
CASE_18419,351872,23,Enterprise,341,0.59,1,DCA_B,78,1,1,CUST_19418,Martinez Logistics,2024-12-23,2024-12-25,PAID,333355.7,2024-12-28,2024-12-28,61.4,MEDIUM,10,Physical Visit,2024-12-28,,1,SLA Breach
CASE_18420,225084,131,Enterprise,701,0.69,0,DCA_B,82,0,1,CUST_19419,Gonzalez Systems,2024-09-06,2024-09-06,PAID,214583.3,2024-10-12,2024-10-12,42.7,LOW,9,Physical Visit,2024-10-08,,0,
CASE_18421,407632,127,SME,690,0.38,0,DCA_B,75,2,1,CUST_19420,James Lopez,2024-09-10,2024-09-10,PAID,369921.67,2024-12-30,2024-12-30,42.8,LOW,1,Email,2024-11-05,,1,SLA Breach
CASE_18422,438210,9,Enterprise,687,0.59,0,DCA_C,70,1,0,CUST_19421,Rodriguez Logistics,2025-01-06,2025-01-07,DISPUTE,0.0,,,16.8,LOW,12,Call,2025-01-13,2025-01-21,1,Refusal to Pay
CASE_18423,202494,53,Enterprise,395,0.53,0,DCA_C,87,0,0,CUST_19422,Garcia Technologies,2024-11-23,2024-11-25,OPEN,0.0,,,53.1,MEDIUM,4,Physical Visit,2024-12-20,2025-01-19,0,
CASE_18424,275728,177,SME,757,0.86,1,DCA_C,74,2,0,CUST_19423,Jessica Martinez,2024-07-22,2024-07-23,IN_PROGRESS,0.0,,,57.8,MEDIUM,6,Email,2024-10-09,2025-01-25,1,SLA Breach
